epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/d3g-consistency-loss,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,2401,,,,,,,,,,,,,,,,,,,,0.592266857624054,0.0,0.5289337038993835,0.41217973828315735,0.7714502811431885,0.0,0.6515718698501587,0.0,0.5799739956855774,0.2603044807910919,0.9485573172569275,0.0,0.5631579160690308,1.7397528886795044,0.7947368621826172,0.631339430809021,1.5042885541915894,0.8829649090766907,0.6227256059646606,1.5750641822814941,0.8607500791549683,0.6063022017478943,1.553847312927246,0.8521260619163513,0.701195240020752,1.8567562103271484,0.8565737009048462,0.6183053255081177,0.15471100807189941,1.9230278730392456,2.9182960987091064,1.5553169250488281,0.8615344166755676,0.5631579160690308,0.7947368621826172,0.5375847220420837,0.0,0.4731789231300354,0.4343605935573578,0.7515519857406616,0.0,0.5279437899589539,0.0,0.38448643684387207,0.20626062154769897,0.9235644340515137,0.0,0.36239102482795715,2.393402099609375,0.7559153437614441,0.5813776254653931,1.6834566593170166,0.8488265872001648,0.5860227942466736,1.6692098379135132,0.8645959496498108,0.6553285121917725,1.4064477682113647,0.8720900416374207,0.5930736064910889,2.2314329147338867,0.8239538073539734,0.6025106906890869,0.1468559205532074,1.9228581190109253,2.970031976699829,1.6211051940917969,0.8563394546508789,0.36239102482795715,0.7559153437614441
0,,,,2401,8.371610641479492,0.4878680109977722,0.018331225961446762,0.3549325466156006,0.3098433315753937,0.702521800994873,0.029859840869903564,0.0,1.272754430770874,0.5544149875640869,0.0044247787445783615,0.37157297134399414,0.1907462477684021,0.9022001624107361,0.0036563072353601456,0.0,1.1614688634872437,0.47021323442459106,2.193821430206299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,4803,,,,,,,,,,,,,,,,,,,,0.6688147783279419,0.0,0.5146293640136719,0.6821388602256775,0.8086560368537903,0.0,0.6659409403800964,0.0,0.5711963772773743,0.41032305359840393,0.9083143472671509,0.0,0.6421052813529968,1.4297878742218018,0.8526315689086914,0.6989597082138062,1.1720582246780396,0.9131989479064941,0.6735982298851013,1.2572816610336304,0.89899742603302,0.656416118144989,1.3284856081008911,0.8804100155830383,0.7968127727508545,1.2737303972244263,0.9003984332084656,0.6747365593910217,0.11296635866165161,1.487029790878296,2.624457359313965,1.270410180091858,0.893494725227356,0.6421052813529968,0.8526315689086914,0.5895556211471558,0.0,0.44681498408317566,0.6726522445678711,0.7807811498641968,0.0,0.557820737361908,0.0,0.4283754825592041,0.291434109210968,0.9178737998008728,0.0,0.43960148096084595,2.0297529697418213,0.8393524289131165,0.6537640690803528,1.3750360012054443,0.8773239850997925,0.6379519701004028,1.383996844291687,0.8900752067565918,0.6983962655067444,1.1930506229400635,0.8983445167541504,0.6883116960525513,1.5775139331817627,0.8787878751754761,0.6602560877799988,0.11144743859767914,1.551310658454895,2.6504526138305664,1.3401002883911133,0.8866181373596191,0.43960148096084595,0.8393524289131165
1,,,,4803,2.718414068222046,0.5595409870147705,0.009481668472290039,0.43567919731140137,0.402689665555954,0.7657255530357361,0.014929920434951782,0.0,0.9616686105728149,0.6037430167198181,0.0022123893722891808,0.45446527004241943,0.2805604040622711,0.915412425994873,0.0018281536176800728,0.0,0.9467244744300842,0.6876000165939331,1.2387181520462036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,7205,,,,,,,,,,,,,,,,,,,,0.6857092976570129,0.02631578966975212,0.6030558943748474,0.6004456281661987,0.834662139415741,0.0,0.7655664682388306,0.0,0.7109882831573486,0.6691422462463379,0.9115414023399353,0.0,0.678947389125824,1.3206084966659546,0.8526315689086914,0.7295188307762146,1.011134147644043,0.9258777499198914,0.6992201805114746,1.113057255744934,0.9086520671844482,0.678815484046936,1.1896474361419678,0.8864844441413879,0.8286852836608887,0.9744241833686829,0.8964143395423889,0.7005137801170349,0.012465406209230423,0.9113644957542419,2.0963237285614014,1.1214326620101929,0.901854932308197,0.678815484046936,0.8526315689086914,0.617323637008667,0.004981319885700941,0.5417555570602417,0.5935452580451965,0.8133729696273804,0.0,0.6607581973075867,0.0,0.6252666711807251,0.5078864097595215,0.900543212890625,0.0,0.4682440757751465,1.904783844947815,0.8518057465553284,0.6784517168998718,1.2181847095489502,0.8951539397239685,0.6651298403739929,1.2519142627716064,0.8917738199234009,0.7233574986457825,1.0412006378173828,0.9102431535720825,0.7503607273101807,1.184649109840393,0.906204879283905,0.6870198249816895,0.016014380380511284,0.9777346849441528,2.132922887802124,1.1834092140197754,0.8988701701164246,0.4682440757751465,0.8518057465553284
2,,,,7205,1.4214558601379395,0.5962079763412476,0.0069532236084342,0.4818417429924011,0.45171916484832764,0.7941368222236633,0.009953280910849571,0.0,0.8739365339279175,0.6390027403831482,0.0014749262481927872,0.5165053606033325,0.3636925220489502,0.9134210348129272,0.0012187690008431673,0.0,0.7850906848907471,0.7642428874969482,0.9036636352539062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
