epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/d3g-consistency-loss,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,,0.6180440783500671,0.0,0.4655396640300751,0.3330857753753662,0.9050872921943665,0.0,0.5624836683273315,0.0,0.3852405846118927,0.08466394245624542,0.9578587412834167,0.0,0.3684210479259491,2.6992039680480957,0.410526305437088,0.3179453909397125,3.0820517539978027,0.5341352224349976,0.31674712896347046,2.998783826828003,0.5874489545822144,0.3004935383796692,3.0414464473724365,0.5250569581985474,0.21912351250648499,3.5752251148223877,0.38247013092041016,0.30819472670555115,0.13184162974357605,2.9672186374664307,3.818568468093872,3.0490384101867676,0.536880612373352,0.21912351250648499,0.38247013092041016,0.5519959926605225,0.0,0.42471808195114136,0.333171546459198,0.8837299346923828,0.0,0.4675370454788208,0.0,0.2528192698955536,0.07231254875659943,0.9511122703552246,0.0,0.14819426834583282,3.6710731983184814,0.18804483115673065,0.2692776620388031,3.2361273765563965,0.4920755922794342,0.3210385739803314,3.0869719982147217,0.5768017768859863,0.3520434498786926,2.824737310409546,0.5667356252670288,0.11688311398029327,3.7663662433624268,0.2698412835597992,0.3018830120563507,0.12317687273025513,2.920323133468628,3.821990728378296,3.0817763805389404,0.5185036659240723,0.11688311398029327,0.18804483115673065
0,,,,960,81.49260711669922,0.4562143087387085,0.0044247787445783615,0.23735278844833374,0.15464091300964355,0.784782886505127,0.0024375380016863346,0.0,1.3137494325637817,0.4880111515522003,0.001896333764307201,0.22366853058338165,0.04424729198217392,0.919921875,0.0,0.0,1.2644851207733154,0.20116311311721802,3.513608455657959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,,0.7134895324707031,0.0,0.6388166546821594,0.5841069221496582,0.8836370706558228,0.0,0.6612383723258972,0.0,0.5237321257591248,0.38247308135032654,0.9400151968002319,0.0,0.40526315569877625,2.572136878967285,0.4894736707210541,0.4060468077659607,2.6885266304016113,0.6355656981468201,0.4084663987159729,2.655207872390747,0.687708854675293,0.3862946033477783,2.6531288623809814,0.6419893503189087,0.38247013092041016,3.1402013301849365,0.5737051963806152,0.39684751629829407,0.17086248099803925,2.8154726028442383,3.744117259979248,2.673095703125,0.6466951370239258,0.38247013092041016,0.4894736707210541,0.6438363194465637,0.0,0.5720816850662231,0.5770444273948669,0.8652353882789612,0.0,0.5268892645835876,0.0,0.3410545587539673,0.23732103407382965,0.9411536455154419,0.0,0.16562889516353607,3.599205493927002,0.23910336196422577,0.3591892719268799,2.8677775859832764,0.5984455943107605,0.40378549695014954,2.7439682483673096,0.6753215193748474,0.43817898631095886,2.4445559978485107,0.6687790751457214,0.2611832618713379,3.4782207012176514,0.4545454680919647,0.38779813051223755,0.16058576107025146,2.7809269428253174,3.7483298778533936,2.7288613319396973,0.6220436692237854,0.16562889516353607,0.23910336196422577
1,,,,1921,5.141991138458252,0.5606403350830078,0.0022123893722891808,0.39903685450553894,0.30119603872299194,0.8431181311607361,0.0012187690008431673,0.0,0.9137851595878601,0.5484563708305359,0.0009481668821536005,0.3416535556316376,0.1304958164691925,0.9382180571556091,0.0,0.0,1.0205800533294678,0.35158658027648926,2.827608346939087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,,0.7507619857788086,0.3368421196937561,0.7038361430168152,0.6420348882675171,0.8851556777954102,0.0,0.7207176089286804,0.0,0.5874512195587158,0.6115856170654297,0.915337860584259,0.0,0.4578947424888611,2.4680192470550537,0.5473684072494507,0.4574122130870819,2.3953449726104736,0.7061118483543396,0.47196435928344727,2.3678901195526123,0.7482361793518066,0.4458997845649719,2.398391008377075,0.7038724422454834,0.48605579137802124,2.874464511871338,0.6374502182006836,0.4559783935546875,0.1805620938539505,2.6299948692321777,3.6347410678863525,2.402711868286133,0.7106156945228577,0.4458997845649719,0.5473684072494507,0.6827517151832581,0.05230386182665825,0.647820770740509,0.6316428184509277,0.8666580319404602,0.0,0.5601305365562439,0.0,0.41770800948143005,0.3474884629249573,0.90300053358078,0.0,0.19427147507667542,3.5173466205596924,0.264009952545166,0.41145992279052734,2.600215435028076,0.6577262878417969,0.4511041045188904,2.4676554203033447,0.7323465347290039,0.48797205090522766,2.2241623401641846,0.7224521636962891,0.3578643500804901,3.269380569458008,0.5180374979972839,0.4386643171310425,0.16693270206451416,2.617891550064087,3.6499569416046143,2.4873437881469727,0.6774290800094604,0.19427147507667542,0.264009952545166
2,,,,2882,3.5106987953186035,0.6152374744415283,0.034344710409641266,0.4833675026893616,0.4006401300430298,0.8605430722236633,0.0008125127060338855,0.0,0.7700937390327454,0.5960778594017029,0.0006321112741716206,0.4186175763607025,0.24880678951740265,0.9364851117134094,0.0,0.0,0.8927850127220154,0.4265901744365692,2.476624011993408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
