epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/d3g-consistency-loss,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,2401,,,,,,,,,,,,,,,,,,,,0.5279979109764099,0.0,0.288686603307724,0.07797994464635849,0.9424828886985779,0.0,0.5591744184494019,0.0,0.2561768591403961,0.4779056906700134,0.8249810338020325,0.0,0.4526315927505493,2.727876901626587,0.5842105150222778,0.19310793280601501,3.532047986984253,0.443107932806015,0.16709989309310913,3.482351541519165,0.4656516909599304,0.15413819253444672,3.6178393363952637,0.3339028060436249,0.2031872570514679,3.6439061164855957,0.3187251091003418,0.17356091737747192,0.08527693152427673,3.7657244205474854,3.9105465412139893,3.548938751220703,0.39797961711883545,0.15413819253444672,0.3187251091003418,0.47707757353782654,0.0,0.29975616931915283,0.09123998880386353,0.9257630705833435,0.0,0.4911373257637024,0.0,0.21944528818130493,0.3800048530101776,0.8762286305427551,0.0,0.21046076714992523,3.418104410171509,0.48194271326065063,0.17372752726078033,3.5715413093566895,0.41679367423057556,0.17180296778678894,3.4817705154418945,0.46711963415145874,0.21236419677734375,3.5211496353149414,0.37221935391426086,0.095238097012043,3.8708624839782715,0.19191919267177582,0.18704494833946228,0.09573817998170853,3.7794618606567383,3.903665065765381,3.537868022918701,0.40461963415145874,0.095238097012043,0.19191919267177582
0,,,,2401,10.793753623962402,0.48343154788017273,0.033501897007226944,0.26867878437042236,0.1304396688938141,0.8371725678443909,0.0,0.0,1.2403924465179443,0.540064811706543,0.007585335057228804,0.26453059911727905,0.3829524517059326,0.8359949588775635,0.015234612859785557,0.0,1.2041300535202026,0.14287759363651276,3.668093681335449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,4803,,,,,,,,,,,,,,,,,,,,0.6141252517700195,0.0,0.6495448350906372,0.34199777245521545,0.7845482230186462,0.0,0.6055037975311279,0.0,0.3621586561203003,0.3832157552242279,0.9124904870986938,0.0,0.5105262994766235,2.1461009979248047,0.6842105388641357,0.35143041610717773,2.697035789489746,0.5962288975715637,0.3457111120223999,2.6932942867279053,0.6353508830070496,0.32346242666244507,2.8133935928344727,0.5372057557106018,0.28286853432655334,2.924370288848877,0.5498008131980896,0.3385874629020691,0.1115216463804245,2.815194845199585,3.5055058002471924,2.745025873184204,0.5788556933403015,0.28286853432655334,0.5372057557106018,0.5649510622024536,0.0,0.5868637561798096,0.34312060475349426,0.7741851806640625,0.0,0.5152397751808167,0.0,0.28238341212272644,0.2574617862701416,0.9502069354057312,0.0,0.24657534062862396,2.9789958000183105,0.6089663505554199,0.31758609414100647,2.7914092540740967,0.5608046054840088,0.3479737937450409,2.704393148422241,0.6442611217498779,0.3838592767715454,2.5949881076812744,0.5755302906036377,0.1832611858844757,3.2701668739318848,0.460317462682724,0.3420035243034363,0.09672051668167114,2.7132797241210938,3.4889097213745117,2.721668243408203,0.5821240544319153,0.1832611858844757,0.460317462682724
1,,,,4803,3.3707494735717773,0.5370138883590698,0.016750948503613472,0.3739808201789856,0.20632825791835785,0.8539751768112183,0.0,0.0,1.0328377485275269,0.5643417239189148,0.003792667528614402,0.2838411331176758,0.3958391845226288,0.8718979954719543,0.007617306429892778,0.0,1.0305190086364746,0.2573539912700653,3.09487247467041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,7205,,,,,,,,,,,,,,,,,,,,0.656100332736969,0.0,0.5936281085014343,0.48793166875839233,0.8340926170349121,0.0,0.767482340335846,0.0,0.7291937470436096,0.6279242634773254,0.9261579513549805,0.0,0.557894766330719,1.8761764764785767,0.7263157963752747,0.4756176769733429,1.9855375289916992,0.8052665591239929,0.46750834584236145,2.0548415184020996,0.7786855101585388,0.4836750328540802,2.052589178085327,0.7615793347358704,0.4342629611492157,2.3631255626678467,0.7808765172958374,0.4778367877006531,0.11686564981937408,2.1399645805358887,3.117532730102539,2.0391385555267334,0.7771488428115845,0.4342629611492157,0.7263157963752747,0.5944263339042664,0.0,0.5207253694534302,0.5071584582328796,0.8188049793243408,0.0,0.6507155299186707,0.0,0.6113989353179932,0.4680902659893036,0.9076564908027649,0.0,0.31133249402046204,2.6559247970581055,0.6674968600273132,0.44300517439842224,2.1090481281280518,0.7797927260398865,0.48216453194618225,2.065235137939453,0.7714146971702576,0.5421624183654785,1.8340823650360107,0.7908691167831421,0.34343433380126953,2.738267660140991,0.7085137367248535,0.48079338669776917,0.10820755362510681,2.0682075023651123,3.1227784156799316,2.0373857021331787,0.7752950191497803,0.31133249402046204,0.6674968600273132
2,,,,7205,2.7127628326416016,0.570460855960846,0.011167299002408981,0.4441901445388794,0.29151925444602966,0.8421989679336548,0.0,0.0,0.9317811727523804,0.6041181683540344,0.0025284450966864824,0.36747246980667114,0.43302077054977417,0.8904909491539001,0.005078204441815615,0.0,0.8435284495353699,0.40375733375549316,2.3787684440612793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
