epoch,lr-Adam,lr-Adam-1,lr-Adam-2,step,train/d3g-consistency-loss,train/train-hr-domain-acc,train/train-hr-domain-acc-africa,train/train-hr-domain-acc-americas,train/train-hr-domain-acc-asia,train/train-hr-domain-acc-europe,train/train-hr-domain-acc-oceania,train/train-hr-domain-acc-other,train/train-hr-domain-loss,train/train-lr-domain-acc,train/train-lr-domain-acc-africa,train/train-lr-domain-acc-americas,train/train-lr-domain-acc-asia,train/train-lr-domain-acc-europe,train/train-lr-domain-acc-oceania,train/train-lr-domain-acc-other,train/train-lr-domain-loss,train/train-task-acc,train/train-task-loss,val/val-id-hr-domain-acc,val/val-id-hr-domain-acc-africa,val/val-id-hr-domain-acc-americas,val/val-id-hr-domain-acc-asia,val/val-id-hr-domain-acc-europe,val/val-id-hr-domain-acc-oceania,val/val-id-lr-domain-acc,val/val-id-lr-domain-acc-africa,val/val-id-lr-domain-acc-americas,val/val-id-lr-domain-acc-asia,val/val-id-lr-domain-acc-europe,val/val-id-lr-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-africa-top5-task-acc,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-americas-top5-task-acc,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-asia-top5-task-acc,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-europe-top5-task-acc,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-region-oceania-top5-task-acc,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-top5-task-acc,val/val-id-worst-group-task-acc,val/val-id-worst-group-top5-task-acc,val/val-od-hr-domain-acc,val/val-od-hr-domain-acc-africa,val/val-od-hr-domain-acc-americas,val/val-od-hr-domain-acc-asia,val/val-od-hr-domain-acc-europe,val/val-od-hr-domain-acc-oceania,val/val-od-lr-domain-acc,val/val-od-lr-domain-acc-africa,val/val-od-lr-domain-acc-americas,val/val-od-lr-domain-acc-asia,val/val-od-lr-domain-acc-europe,val/val-od-lr-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-africa-top5-task-acc,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-americas-top5-task-acc,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-asia-top5-task-acc,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-europe-top5-task-acc,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-region-oceania-top5-task-acc,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-top5-task-acc,val/val-od-worst-group-task-acc,val/val-od-worst-group-top5-task-acc
,2e-05,1e-05,1e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,960,,,,,,,,,,,,,,,,,,,,0.6527040004730225,0.0,0.5435630679130554,0.43000370264053345,0.8855352997779846,0.0,0.22520247101783752,0.36315789818763733,0.03185955807566643,0.1429632306098938,0.3817388117313385,0.09163346886634827,0.4368421137332916,2.5070953369140625,0.5157894492149353,0.3237971365451813,3.1122026443481445,0.5455136299133301,0.3078351318836212,3.096707820892334,0.5792796015739441,0.3071374297142029,3.0416829586029053,0.5542900562286377,0.2470119595527649,3.4039225578308105,0.38645419478416443,0.3124619126319885,0.15253615379333496,3.1276841163635254,3.858522653579712,3.073057174682617,0.553252637386322,0.2470119595527649,0.38645419478416443,0.5867436528205872,0.0,0.5161536335945129,0.36593058705329895,0.8781686425209045,0.0,0.20466984808444977,0.1818181872367859,0.034288328140974045,0.21256975829601288,0.3577340841293335,0.09090909361839294,0.18679949641227722,3.63134503364563,0.2714819312095642,0.2779640257358551,3.2472898960113525,0.5245351791381836,0.29895657300949097,3.157662868499756,0.5707352757453918,0.3669167160987854,2.835503339767456,0.5766942501068115,0.12987013161182404,3.7194976806640625,0.2871572971343994,0.30795881152153015,0.14270228147506714,3.0690293312072754,3.8561818599700928,3.101004123687744,0.5357770323753357,0.12987013161182404,0.2714819312095642
0,,,,960,113.57206726074219,0.5172319412231445,0.008217446506023407,0.2777857184410095,0.2407771348953247,0.8497529625892639,0.026812918484210968,0.0,1.2535823583602905,0.20159244537353516,0.2307206094264984,0.027177799493074417,0.13307878375053406,0.3449276089668274,0.10847044736146927,0.0714285746216774,1.7923861742019653,0.2059118151664734,3.4766902923583984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,1921,,,,,,,,,,,,,,,,,,,,0.7080902457237244,0.0,0.6472691893577576,0.5685109496116638,0.8749051094055176,0.0,0.21318471431732178,0.3947368562221527,0.0360858254134655,0.13405124843120575,0.35592254996299744,0.10358566045761108,0.4736842215061188,2.4029603004455566,0.5842105150222778,0.39856958389282227,2.713684320449829,0.6427178382873535,0.4084663987159729,2.723827362060547,0.6787968873977661,0.3904707729816437,2.637777805328369,0.6473044753074646,0.32669323682785034,3.1359736919403076,0.5019920468330383,0.3966733515262604,0.17631494998931885,2.8781580924987793,3.746814727783203,2.685894727706909,0.6489593386650085,0.32669323682785034,0.5019920468330383,0.6389656066894531,0.0,0.5748247504234314,0.53652024269104,0.8719606995582581,0.0,0.19467738270759583,0.19551680982112885,0.03794574737548828,0.20698858797550201,0.32979825139045715,0.09812410175800323,0.209215447306633,3.536329984664917,0.30884185433387756,0.358274906873703,2.8903605937957764,0.6046937108039856,0.3884979486465454,2.79089617729187,0.6770201325416565,0.4399896562099457,2.450554847717285,0.6668391227722168,0.19624820351600647,3.5251200199127197,0.3968254029750824,0.3845342695713043,0.1625620424747467,2.8376166820526123,3.7559564113616943,2.7474653720855713,0.6245041489601135,0.19624820351600647,0.30884185433387756
1,,,,1921,3.8195364475250244,0.5952343940734863,0.0041087232530117035,0.436656653881073,0.3544836938381195,0.8689108490943909,0.013406459242105484,0.0,0.8958554267883301,0.20310813188552856,0.23862199485301971,0.026033472269773483,0.13139423727989197,0.34958064556121826,0.10481413453817368,0.1190476194024086,1.7917404174804688,0.3552294373512268,2.821045398712158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,2882,,,,,,,,,,,,,,,,,,,,0.7360445857048035,0.21578946709632874,0.6781534552574158,0.634608268737793,0.8762338757514954,0.0,0.22511538863182068,0.38947367668151855,0.034460339695215225,0.13145191967487335,0.38382688164711,0.1155378520488739,0.4842105209827423,2.346942901611328,0.6368421316146851,0.4525357484817505,2.4622714519500732,0.7096878886222839,0.4533976912498474,2.4606218338012695,0.7318975329399109,0.43413060903549194,2.4016876220703125,0.6960896253585815,0.4023904502391815,2.905357599258423,0.6374502182006836,0.4435252249240875,0.17863434553146362,2.711077928543091,3.6453447341918945,2.442478656768799,0.7055647373199463,0.4023904502391815,0.6368421316146851,0.6592016220092773,0.0,0.5963121056556702,0.6229070425033569,0.8598034381866455,0.0,0.20456941425800323,0.15940223634243011,0.041298385709524155,0.1963115781545639,0.36161407828330994,0.10101009905338287,0.21419675648212433,3.4715657234191895,0.35491904616355896,0.4030783176422119,2.6703429222106934,0.6708320379257202,0.43994176387786865,2.5270330905914307,0.72652268409729,0.48603206872940063,2.231576681137085,0.7201241850852966,0.25685426592826843,3.3550686836242676,0.5079365372657776,0.4301280379295349,0.1691358983516693,2.7075819969177246,3.671414852142334,2.526820182800293,0.6829525232315063,0.21419675648212433,0.35491904616355896
2,,,,2882,3.915451765060425,0.6343364119529724,0.011378002353012562,0.5077003836631775,0.4288281202316284,0.8742915391921997,0.008937640115618706,0.0,0.7864556908607483,0.20349626243114471,0.2307206094264984,0.0262083001434803,0.13014018535614014,0.35142844915390015,0.10278285294771194,0.1190476194024086,1.7929438352584839,0.4290490746498108,2.4751927852630615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2e-05,1e-05,1e-05,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
