epoch,lr-Adam,lr-Adam-1,step,train/d3g-consistency-loss,train/train-domain-acc,train/train-domain-acc-africa,train/train-domain-acc-americas,train/train-domain-acc-asia,train/train-domain-acc-europe,train/train-domain-acc-oceania,train/train-domain-acc-other,train/train-domain-loss,train/train-task-acc,train/train-task-loss,train/train-total-loss,val/val-id-domain-acc,val/val-id-domain-acc-africa,val/val-id-domain-acc-americas,val/val-id-domain-acc-asia,val/val-id-domain-acc-europe,val/val-id-domain-acc-oceania,val/val-id-region-africa-task-acc,val/val-id-region-africa-task-loss,val/val-id-region-americas-task-acc,val/val-id-region-americas-task-loss,val/val-id-region-asia-task-acc,val/val-id-region-asia-task-loss,val/val-id-region-europe-task-acc,val/val-id-region-europe-task-loss,val/val-id-region-oceania-task-acc,val/val-id-region-oceania-task-loss,val/val-id-task-acc,val/val-id-task-ece,val/val-id-task-entropy-correct,val/val-id-task-entropy-incorrect,val/val-id-task-loss,val/val-id-worst-group-task-acc,val/val-od-domain-acc,val/val-od-domain-acc-africa,val/val-od-domain-acc-americas,val/val-od-domain-acc-asia,val/val-od-domain-acc-europe,val/val-od-domain-acc-oceania,val/val-od-region-africa-task-acc,val/val-od-region-africa-task-loss,val/val-od-region-americas-task-acc,val/val-od-region-americas-task-loss,val/val-od-region-asia-task-acc,val/val-od-region-asia-task-loss,val/val-od-region-europe-task-acc,val/val-od-region-europe-task-loss,val/val-od-region-oceania-task-acc,val/val-od-region-oceania-task-loss,val/val-od-task-acc,val/val-od-task-ece,val/val-od-task-entropy-correct,val/val-od-task-entropy-incorrect,val/val-od-task-loss,val/val-od-worst-group-task-acc
8,,,8648,,,,,,,,,,,,,0.8057128190994263,0.3263157904148102,0.713589072227478,0.7950241565704346,0.9197039008140564,0.03585657477378845,0.4684210419654846,2.169315814971924,0.26462939381599426,3.0886294841766357,0.263275146484375,3.0564098358154297,0.23823082447052002,3.123197317123413,0.21912351250648499,3.031935930252075,0.25463730096817017,0.08301718533039093,2.9622654914855957,3.732205629348755,3.081926107406616,0.21912351250648499,0.6523223519325256,0.13075965642929077,0.5102102756500244,0.6770201325416565,0.8678220510482788,0.05483405664563179,0.22415940463542938,3.060495615005493,0.24824748933315277,3.1254618167877197,0.2620723247528076,3.079946517944336,0.3001810610294342,2.917529582977295,0.21789321303367615,3.023803234100342,0.2691940665245056,0.08256019651889801,2.9123589992523193,3.706500768661499,3.0295050144195557,0.21789321303367615
8,,,8648,3.3418993949890137,0.600371241569519,0.03638151288032532,0.6437641978263855,0.5975630283355713,0.6295349597930908,0.016047125682234764,0.021164020523428917,0.6871757507324219,0.2813057005405426,2.928861141204834,5.739808559417725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.808245394894679e-05,6.925339958244802e-06,8649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,9609,,,,,,,,,,,,,0.8258295059204102,0.3684210479259491,0.7519505620002747,0.7953954935073853,0.9362186789512634,0.10358566045761108,0.4684210419654846,2.1057331562042236,0.2857607305049896,2.9092202186584473,0.300037145614624,2.8649561405181885,0.26176917552948,2.9462218284606934,0.25099602341651917,2.779545545578003,0.28041452169418335,0.07764939963817596,2.754763603210449,3.6334095001220703,2.901885986328125,0.25099602341651917,0.6684910655021667,0.13325031101703644,0.5321548581123352,0.678476095199585,0.8810139894485474,0.15295815467834473,0.2254047393798828,2.9232025146484375,0.26592501997947693,2.9584341049194336,0.3081776201725006,2.896174907684326,0.32928091287612915,2.729222297668457,0.24242424964904785,2.821047067642212,0.29676124453544617,0.07886261492967606,2.7039034366607666,3.608415126800537,2.8507771492004395,0.2254047393798828
9,,,9609,3.1720521450042725,0.6219364404678345,0.05764854699373245,0.6558051109313965,0.6172778010368347,0.6586195826530457,0.020780012011528015,0.01904761977493763,0.6215248107910156,0.31595176458358765,2.741997241973877,5.403933048248291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.701478472890248e-05,6.64832635991501e-06,9610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,10570,,,,,,,,,,,,,0.8442915678024292,0.37368419766426086,0.7792587876319885,0.8232454657554626,0.942293107509613,0.18326693773269653,0.4684210419654846,2.0088560581207275,0.33810141682624817,2.6727468967437744,0.3390271067619324,2.6730144023895264,0.2961275577545166,2.7557084560394287,0.33864542841911316,2.4916906356811523,0.3214316964149475,0.0799417495727539,2.529569625854492,3.498403549194336,2.6982500553131104,0.2961275577545166,0.6878232359886169,0.132004976272583,0.553184986114502,0.7107498049736023,0.8879979252815247,0.24098123610019684,0.2528019845485687,2.7660324573516846,0.3101188540458679,2.7391910552978516,0.3499150574207306,2.707390546798706,0.3729953467845917,2.529510974884033,0.32756131887435913,2.5505597591400146,0.3409992456436157,0.08377715945243835,2.4959211349487305,3.4737281799316406,2.646158218383789,0.2528019845485687
10,,,10570,2.979287624359131,0.6412531137466431,0.0780944749712944,0.6676679253578186,0.6358582973480225,0.6832360029220581,0.03035842813551426,0.017316017299890518,0.56302809715271,0.35593199729919434,2.5414416790008545,5.037482261657715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.572050015330875e-05,6.382393305518409e-06,10571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,11531,,,,,,,,,,,,,0.8633632063865662,0.37368419766426086,0.8237971663475037,0.8503527641296387,0.938876211643219,0.2908366620540619,0.5052631497383118,1.8623818159103394,0.3956436812877655,2.414836883544922,0.3887857496738434,2.4179680347442627,0.3608580231666565,2.5338590145111084,0.38247013092041016,2.2471389770507812,0.37977880239486694,0.09513582289218903,2.3423776626586914,3.3424949645996094,2.4600627422332764,0.3608580231666565,0.7057494521141052,0.1394769549369812,0.6007314920425415,0.7471487522125244,0.8683393597602844,0.3001443147659302,0.2938978970050812,2.572577953338623,0.36513257026672363,2.5090696811676025,0.3904392123222351,2.445772409439087,0.42912572622299194,2.3106329441070557,0.3867243826389313,2.3260908126831055,0.3930705487728119,0.09165684878826141,2.2917697429656982,3.3146908283233643,2.415562152862549,0.2938978970050812
11,,,11531,2.7486371994018555,0.65872722864151,0.09634429216384888,0.6794847249984741,0.6528300046920776,0.7044031620025635,0.04697338864207268,0.01587301678955555,0.5145993828773499,0.40288564562797546,2.320765495300293,4.622620582580566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.42059058465169e-05,6.1270975732976725e-06,11532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,12492,,,,,,,,,,,,,0.6540102958679199,0.02631578966975212,0.5081274509429932,0.4032677412033081,0.9208428263664246,0.019920319318771362,0.4842105209827423,2.204144239425659,0.3042912781238556,2.801508665084839,0.27441516518592834,2.8753345012664795,0.26765376329421997,2.901216745376587,0.32270917296409607,2.5323328971862793,0.2838108539581299,0.06718724220991135,2.6092729568481445,3.456367254257202,2.851320266723633,0.26765376329421997,0.5307556986808777,0.04109589010477066,0.2960987389087677,0.35331231355667114,0.9230470657348633,0.0014430014416575432,0.270236611366272,2.746331214904785,0.26973482966423035,2.8930845260620117,0.2783305048942566,2.8860764503479004,0.3263062536716461,2.6903347969055176,0.3001443147659302,2.636730909347534,0.2945016324520111,0.06144006550312042,2.533555269241333,3.4021472930908203,2.798470973968506,0.26973482966423035
12,,,12492,5.94337797164917,0.669788122177124,0.10687542706727982,0.6838499307632446,0.6599904298782349,0.721306324005127,0.06276660412549973,0.016483517363667488,0.6663392782211304,0.4051494300365448,2.310413360595703,7.197850227355957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.247838075974309e-05,5.882013670365765e-06,12493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,13453,,,,,,,,,,,,,0.7828964591026306,0.35789474844932556,0.6901820302009583,0.7370961904525757,0.910592257976532,0.06772908568382263,0.5526315569877625,1.9097217321395874,0.40539661049842834,2.345583438873291,0.38507241010665894,2.417025566101074,0.3572513163089752,2.494396209716797,0.39840638637542725,2.0773563385009766,0.3808238208293915,0.07766413688659668,2.178738594055176,3.199152708053589,2.4209625720977783,0.3572513163089752,0.6223951578140259,0.132004976272583,0.43904298543930054,0.6003397107124329,0.8918778896331787,0.05483405664563179,0.32004982233047485,2.5052690505981445,0.36330386996269226,2.4745724201202393,0.3838874101638794,2.458099365234375,0.4255043864250183,2.260185480117798,0.40836942195892334,2.228001356124878,0.3915139436721802,0.07317332923412323,2.12646746635437,3.1632461547851562,2.3811120986938477,0.32004982233047485
13,,,13453,2.7262954711914062,0.6740378737449646,0.11111612617969513,0.6803781986236572,0.6558923125267029,0.7348119616508484,0.060067903250455856,0.015306122601032257,0.8859467506408691,0.3788038492202759,2.391672134399414,4.749808311462402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.054634122155992e-05,5.646733123551134e-06,13454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,14414,,,,,,,,,,,,,0.8225202560424805,0.35789474844932556,0.7119635939598083,0.8236168026924133,0.938876211643219,0.09163346886634827,0.5526315569877625,1.710170865058899,0.4512353837490082,2.1245710849761963,0.41997772455215454,2.209247350692749,0.3950265645980835,2.3064136505126953,0.45418328046798706,1.9482488632202148,0.4197509288787842,0.06018011271953583,1.9071694612503052,2.9948017597198486,2.2202625274658203,0.3950265645980835,0.6441878080368042,0.13075965642929077,0.44041451811790466,0.6583353281021118,0.9172270894050598,0.04184704273939133,0.3561643958091736,2.3825786113739014,0.40444985032081604,2.2798242568969727,0.41664645075798035,2.238614320755005,0.46158820390701294,2.080533981323242,0.44011545181274414,2.068362236022949,0.42847099900245667,0.049345437437295914,1.846086025238037,2.9437055587768555,2.1912448406219482,0.3561643958091736
14,,,14414,2.421607494354248,0.6819397211074829,0.12140750139951706,0.6820706129074097,0.662571370601654,0.747434139251709,0.05837903544306755,0.014285714365541935,0.7039991021156311,0.44464826583862305,2.1023805141448975,4.180480480194092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.841919993438942e-05,5.420863798609089e-06,14415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,15375,,,,,,,,,,,,,0.8514325618743896,0.3684210479259491,0.768205463886261,0.8674340844154358,0.9440014958381653,0.13944223523139954,0.5947368144989014,1.5827242136001587,0.4964239299297333,1.9329843521118164,0.4567396938800812,2.057206392288208,0.4337509572505951,2.141632556915283,0.5019920468330383,1.806762933731079,0.46015849709510803,0.05143564194440842,1.7013192176818848,2.8271539211273193,2.0519585609436035,0.4337509572505951,0.6783831119537354,0.13075965642929077,0.5323072075843811,0.7214268445968628,0.8876099586486816,0.10966811329126358,0.3910336196422577,2.2156245708465576,0.4431575834751129,2.109313726425171,0.4389711320400238,2.0949008464813232,0.4928866922855377,1.9309840202331543,0.4588744640350342,1.9280574321746826,0.46005523204803467,0.031392693519592285,1.6178340911865234,2.7687666416168213,2.035588026046753,0.3910336196422577
15,,,15375,2.2094404697418213,0.6911916136741638,0.13092604279518127,0.6863914132118225,0.6732059717178345,0.7593653202056885,0.05880560725927353,0.013392857275903225,0.5861856937408447,0.4842512011528015,1.914509654045105,3.799283742904663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.610732011676325e-05,5.204029246664725e-06,15376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,16336,,,,,,,,,,,,,0.8655403852462769,0.35789474844932556,0.808517575263977,0.8681767582893372,0.9491267800331116,0.18326693773269653,0.6000000238418579,1.4770686626434326,0.5286085605621338,1.7738382816314697,0.4764203429222107,1.9385206699371338,0.47570234537124634,1.982607364654541,0.5816733241081238,1.5434156656265259,0.4945571720600128,0.03948371857404709,1.5108169317245483,2.66009259223938,1.9001986980438232,0.47570234537124634,0.698769748210907,0.13075965642929077,0.5970740914344788,0.7156029939651489,0.8812726140022278,0.18759018182754517,0.42465752363204956,2.040491819381714,0.477750688791275,1.9616491794586182,0.4598398506641388,2.000577211380005,0.5168132185935974,1.7964798212051392,0.5180374979972839,1.7286982536315918,0.488476037979126,0.019572647288441658,1.4483985900878906,2.603604793548584,1.901087760925293,0.42465752363204956
16,,,16336,2.014449119567871,0.70041424036026,0.1399196833372116,0.6924252510070801,0.6838082671165466,0.7701209187507629,0.061762914061546326,0.012605042196810246,0.5260712504386902,0.525311291217804,1.7438775300979614,3.4606549739837646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.36219650147635e-05,4.995868076798136e-06,16337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,17297,,,,,,,,,,,,,0.8806061148643494,0.3684210479259491,0.8260728120803833,0.8878574371337891,0.9591875672340393,0.22709164023399353,0.6157894730567932,1.3983782529830933,0.5607932209968567,1.6318126916885376,0.5105829834938049,1.8196911811828613,0.4992406964302063,1.8705191612243652,0.6015936136245728,1.408879041671753,0.522685706615448,0.024765288457274437,1.3588920831680298,2.5077028274536133,1.7783136367797852,0.4992406964302063,0.7170976400375366,0.13075965642929077,0.6200853586196899,0.7228828072547913,0.8964045643806458,0.2842712700366974,0.4333748519420624,2.059537887573242,0.506400465965271,1.833014726638794,0.4959961175918579,1.870722770690918,0.5441024303436279,1.6758946180343628,0.5598845481872559,1.5798417329788208,0.5178006291389465,0.0128853190690279,1.306422233581543,2.464238405227661,1.78049635887146,0.4333748519420624
17,,,17297,1.8187363147735596,0.7095301151275635,0.14882707595825195,0.6996561884880066,0.6940404772758484,0.7799335718154907,0.0685219019651413,0.011904762126505375,0.47935616970062256,0.5668526887893677,1.5730643272399902,3.1239356994628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.09752430286201e-05,4.79603335372621e-06,17298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,18258,,,,,,,,,,,,,0.8948010206222534,0.3684210479259491,0.8572821617126465,0.9012253880500793,0.9580485820770264,0.3745020031929016,0.621052622795105,1.3483316898345947,0.581924557685852,1.5385069847106934,0.5354623198509216,1.7070218324661255,0.5250569581985474,1.7638826370239258,0.6653386354446411,1.3338572978973389,0.5475050210952759,0.01539751049131155,1.2254465818405151,2.3921890258789062,1.6740731000900269,0.5250569581985474,0.7286969423294067,0.132004976272583,0.65940260887146,0.7391409873962402,0.8731246590614319,0.40692639350891113,0.43586549162864685,1.9677624702453613,0.5284973978996277,1.7428314685821533,0.516136884689331,1.7824803590774536,0.565571665763855,1.587784767150879,0.5772005915641785,1.541462779045105,0.5382876992225647,0.015138678252696991,1.1962963342666626,2.3498852252960205,1.6932101249694824,0.43586549162864685
18,,,18258,1.636993646621704,0.7183176875114441,0.15679685771465302,0.7071548104286194,0.7038014531135559,0.7889823913574219,0.07870682328939438,0.011278195306658745,0.43927788734436035,0.6087064146995544,1.4139134883880615,2.811340093612671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.818004872180198e-05,4.604192019577161e-06,18259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
